author,max_additions,max_additions_time,max_additions_pr_link,max_deletions,max_deletions_time,max_deletions_pr_link,fastest_merge_time,fastest_merge_pr_link,latest_night_submission_time,latest_night_submission_link
xu8117,18,2024-11-08 10:26:26,https://github.com/PaddlePaddle/docs/pull/6939,5,2024-04-19 15:23:50,https://github.com/PaddlePaddle/PaddleOCR/pull/11972,2 days 18:27:05,https://github.com/PaddlePaddle/docs/pull/7024,,
xuanyuanminzheng,669,2024-04-24 11:22:05,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1175,57,2024-04-16 11:28:14,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1149,0 days 01:01:03,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1166,,
xusJs,488,2024-12-20 09:54:22,https://github.com/PaddlePaddle/PaddleScience/pull/1050,0,2024-12-20 09:54:22,https://github.com/PaddlePaddle/PaddleScience/pull/1050,3 days 10:12:27,https://github.com/PaddlePaddle/PaddleScience/pull/1050,,
xuxinyi389,121,2024-12-24 16:53:11,https://github.com/PaddlePaddle/PaddleNLP/pull/9688,8,2024-01-03 15:12:40,https://github.com/PaddlePaddle/Paddle/pull/60528,0 days 16:04:02,https://github.com/PaddlePaddle/PaddleNLP/pull/9703,,
xysheng-baidu,285,2024-03-13 20:17:22,https://github.com/PaddlePaddle/Paddle/pull/62696,36,2024-03-13 20:17:22,https://github.com/PaddlePaddle/Paddle/pull/62696,0 days 00:05:19,https://github.com/PaddlePaddle/PaddleNLP/pull/8009,,
yanfeich,817,2024-12-19 17:33:19,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1528,0,2024-12-19 17:33:19,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1528,0 days 16:47:33,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1528,,
yangguohao,1,2024-11-13 12:06:23,https://github.com/PaddlePaddle/docs/pull/6956,1,2024-11-13 12:06:23,https://github.com/PaddlePaddle/docs/pull/6956,1 days 09:09:48,https://github.com/PaddlePaddle/docs/pull/6956,,
yangrongxinuser,380,2024-12-04 18:36:44,https://github.com/PaddlePaddle/PaddleMIX/pull/859,1,2024-11-18 15:51:19,https://github.com/PaddlePaddle/docs/pull/6979,4 days 21:04:11,https://github.com/PaddlePaddle/Paddle/pull/69835,,
yekx1912,0,,,0,,,0,0,,
yes-github,1,2024-10-14 15:16:30,https://github.com/PaddlePaddle/PaddleOCR/pull/13994,1,2024-10-14 15:16:30,https://github.com/PaddlePaddle/PaddleOCR/pull/13994,0 days 00:53:42,https://github.com/PaddlePaddle/PaddleOCR/pull/13994,,
yeyeahh,0,,,0,,,0,0,,
yiakwy-xpu-ml-framework-team,0,,,0,,,0,0,,
yinfan98,451,2024-03-13 02:23:33,https://github.com/PaddlePaddle/Paddle/pull/62671,11,2024-11-12 02:44:10,https://github.com/PaddlePaddle/PaddleSpeech/pull/3880,5 days 08:46:49,https://github.com/PaddlePaddle/Paddle/pull/62671,2024-11-12 02:44:10,https://github.com/PaddlePaddle/PaddleMIX/pull/611
yluuu16,0,,,0,,,0,0,,
yogi0421,0,,,0,,,0,0,,
yuanlehome,852,2024-03-11 20:44:56,https://github.com/PaddlePaddle/Paddle-Inference-Demo/pull/505,3857,2024-09-05 13:29:46,https://github.com/PaddlePaddle/Paddle/pull/68020,0 days 00:00:08,https://github.com/PaddlePaddle/Paddle-Inference-Demo/pull/492,,
yuguo-Jack,325304,2024-06-25 10:06:33,https://github.com/PaddlePaddle/flash-attention/pull/44,55108,2024-06-25 10:06:33,https://github.com/PaddlePaddle/flash-attention/pull/44,0 days 10:23:49,https://github.com/PaddlePaddle/flash-attention/pull/44,,
yulangz,63,2024-05-28 14:00:30,https://github.com/PaddlePaddle/Paddle/pull/64653,14,2024-07-16 15:03:28,https://github.com/PaddlePaddle/Paddle-Lite/pull/10533,0 days 00:23:32,https://github.com/PaddlePaddle/Paddle-Lite/pull/10533,,
yumin066,442,2024-06-25 17:07:23,https://github.com/PaddlePaddle/PaddleMIX/pull/584,33,2024-06-25 17:07:23,https://github.com/PaddlePaddle/PaddleMIX/pull/584,8 days 18:25:44,https://github.com/PaddlePaddle/PaddleMIX/pull/584,,
yumu-GHB,0,,,0,,,0,0,,
yutian929,274,2024-10-14 14:30:17,https://github.com/PaddlePaddle/PaddleX/pull/2222,227,2024-10-14 14:30:17,https://github.com/PaddlePaddle/PaddleX/pull/2222,0 days 00:22:54,https://github.com/PaddlePaddle/PaddleSeg/pull/3859,,
yyh-rain-song,0,,,0,,,0,0,,
zade23,0,,,0,,,0,0,,
zbt78,195,2024-07-18 22:18:37,https://github.com/PaddlePaddle/Paddle/pull/66228,32,2024-07-18 22:18:37,https://github.com/PaddlePaddle/Paddle/pull/66228,0 days 20:30:22,https://github.com/PaddlePaddle/PaddleYOLO/pull/214,,
zeroRains,420,2024-04-22 14:45:21,https://github.com/PaddlePaddle/Paddle/pull/63737,452,2024-04-22 14:45:21,https://github.com/PaddlePaddle/Paddle/pull/63737,3 days 06:27:54,https://github.com/PaddlePaddle/Paddle/pull/65005,,
zeroader,14,2024-11-12 21:16:08,https://github.com/PaddlePaddle/docs/pull/6951,0,2024-11-12 21:16:08,https://github.com/PaddlePaddle/docs/pull/6951,19 days 19:59:11,https://github.com/PaddlePaddle/docs/pull/6951,,
zhang-prog,5099,2024-12-18 15:52:11,https://github.com/PaddlePaddle/PaddleX/pull/2687,7530,2024-09-13 19:03:19,https://github.com/PaddlePaddle/Paddle-Lite-Demo/pull/383,0 days 00:06:29,https://github.com/PaddlePaddle/PaddleX/pull/2161,,
zhangbo9674,389,2024-08-05 17:48:43,https://github.com/PaddlePaddle/Paddle/pull/67045,59,2024-07-16 19:58:45,https://github.com/PaddlePaddle/PaddleNLP/pull/8767,0 days 04:24:29,https://github.com/PaddlePaddle/Paddle/pull/62216,,
zhangbopd,1579,2024-03-13 10:59:10,https://github.com/PaddlePaddle/Paddle/pull/62677,1931,2024-03-13 10:59:10,https://github.com/PaddlePaddle/Paddle/pull/62677,0 days 04:49:19,https://github.com/PaddlePaddle/Paddle/pull/62721,,
zhanglirong1999,926,2024-04-01 13:58:58,https://github.com/PaddlePaddle/Paddle/pull/63145,117,2024-03-14 14:00:41,https://github.com/PaddlePaddle/Paddle/pull/62713,0 days 19:12:23,https://github.com/PaddlePaddle/Paddle/pull/67085,,
zhangs-cedar,2,2024-07-10 15:25:47,https://github.com/PaddlePaddle/PaddleX/pull/1796,2,2024-07-10 15:25:47,https://github.com/PaddlePaddle/PaddleX/pull/1796,0 days 07:09:19,https://github.com/PaddlePaddle/PaddleX/pull/1796,,
zhangting2020,1003,2024-04-02 13:33:23,https://github.com/PaddlePaddle/Paddle/pull/63172,59,2024-04-02 13:33:23,https://github.com/PaddlePaddle/Paddle/pull/63172,6 days 20:07:35,https://github.com/PaddlePaddle/Paddle/pull/69296,,
zhangyubo0722,2682,2024-11-06 22:10:00,https://github.com/PaddlePaddle/PaddleX/pull/2410,354,2024-11-06 22:10:00,https://github.com/PaddlePaddle/PaddleX/pull/2410,0 days 00:01:43,https://github.com/PaddlePaddle/PaddleX/pull/2529,2024-09-28 01:24:48,https://github.com/PaddlePaddle/PaddleOCR/pull/13920
zhangyuqin1998,887,2024-05-08 00:51:07,https://github.com/PaddlePaddle/PaddleNLP/pull/8383,87,2024-07-10 11:24:37,https://github.com/PaddlePaddle/PaddleNLP/pull/8740,0 days 19:42:25,https://github.com/PaddlePaddle/PaddleNLP/pull/8980,2024-05-08 00:51:07,https://github.com/PaddlePaddle/PaddleNLP/pull/8383
zhaogf01,601,2024-07-19 16:43:13,https://github.com/PaddlePaddle/PaddleNLP/pull/8786,158,2024-07-19 16:43:13,https://github.com/PaddlePaddle/PaddleNLP/pull/8786,23 days 23:41:55,https://github.com/PaddlePaddle/PaddleNLP/pull/8786,,
zhenwenqi2024,14,2024-04-19 18:33:25,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1167,5,2024-04-19 18:33:25,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1167,29 days 20:18:49,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1167,,
zhhsplendid,74,2024-01-04 11:17:19,https://github.com/PaddlePaddle/Paddle/pull/60556,2,2024-01-04 11:17:19,https://github.com/PaddlePaddle/Paddle/pull/60556,0 days 04:58:54,https://github.com/PaddlePaddle/Paddle/pull/60556,,
zhink,258,2024-09-29 14:21:55,https://github.com/PaddlePaddle/Paddle/pull/68517,187,2024-10-21 11:52:55,https://github.com/PaddlePaddle/Paddle/pull/68840,0 days 00:56:31,https://github.com/PaddlePaddle/PaddleNLP/pull/8628,,
zhiqiu,270,2024-05-10 21:49:59,https://github.com/PaddlePaddle/Paddle/pull/64202,740,2024-02-28 11:12:29,https://github.com/PaddlePaddle/Paddle/pull/62171,0 days 01:21:33,https://github.com/PaddlePaddle/PaddleNLP/pull/9357,,
zhouquan32,0,,,0,,,0,0,,
zhoutianzi666,5600,2024-11-11 10:37:07,https://github.com/PaddlePaddle/Paddle/pull/69276,911,2024-11-11 10:37:07,https://github.com/PaddlePaddle/Paddle/pull/69276,2 days 00:03:27,https://github.com/PaddlePaddle/PaddleNLP/pull/7846,,
zhwesky2010,301,2024-12-26 16:04:40,https://github.com/PaddlePaddle/docs/pull/7030,199,2024-12-26 16:04:40,https://github.com/PaddlePaddle/docs/pull/7030,0 days 00:00:07,https://github.com/PaddlePaddle/PaConvert/pull/536,,
ziangqin-baidu,5,2024-01-10 20:04:22,https://github.com/PaddlePaddle/PaddleNLP/pull/7823,3,2024-01-10 20:04:22,https://github.com/PaddlePaddle/PaddleNLP/pull/7823,5 days 21:45:02,https://github.com/PaddlePaddle/PaddleNLP/pull/7823,2024-03-18 00:01:11,https://github.com/PaddlePaddle/PaddleNLP/pull/8135
zifuwanggg,0,,,0,,,0,0,,
zjjlivein,0,,,0,,,0,0,,
zlzzl,308,2024-04-17 16:34:15,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1152,0,2024-04-17 16:34:15,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1152,5 days 01:12:23,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1152,,
zongwave,640,2024-12-16 09:03:09,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1519,149,2024-12-16 09:03:09,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1519,0 days 00:46:26,https://github.com/PaddlePaddle/PaddleCustomDevice/pull/1519,,
zoooo0820,88,2024-01-22 16:52:12,https://github.com/PaddlePaddle/Paddle/pull/61021,60,2024-01-22 16:52:12,https://github.com/PaddlePaddle/Paddle/pull/61021,0 days 23:11:40,https://github.com/PaddlePaddle/Paddle/pull/61021,,
zovelsanj,23,2024-05-13 20:00:23,https://github.com/PaddlePaddle/PaddleOCR/pull/12108,3,2024-05-13 20:00:23,https://github.com/PaddlePaddle/PaddleOCR/pull/12108,4 days 13:18:43,https://github.com/PaddlePaddle/PaddleOCR/pull/12108,,
zrr1999,371,2024-03-13 15:23:36,https://github.com/PaddlePaddle/Paddle/pull/62686,320,2024-03-13 15:23:36,https://github.com/PaddlePaddle/Paddle/pull/62686,2 days 04:07:41,https://github.com/PaddlePaddle/Paddle/pull/69263,,
zty-king,28,2024-12-13 13:00:11,https://github.com/PaddlePaddle/docs/pull/7022,9,2024-09-15 23:12:08,https://github.com/PaddlePaddle/docs/pull/6872,3 days 03:53:49,https://github.com/PaddlePaddle/docs/pull/7022,,
ztyf-lq,292,2024-10-07 00:12:48,https://github.com/PaddlePaddle/PaddleOCR/pull/13942,66,2024-10-07 00:12:48,https://github.com/PaddlePaddle/PaddleOCR/pull/13942,0 days 09:12:33,https://github.com/PaddlePaddle/PaddleOCR/pull/13942,2024-10-07 00:12:48,https://github.com/PaddlePaddle/PaddleOCR/pull/13942
zxcd,125,2024-03-11 15:51:10,https://github.com/PaddlePaddle/PaddleSeg/pull/3666,127,2024-03-11 15:51:10,https://github.com/PaddlePaddle/PaddleSeg/pull/3666,0 days 00:00:08,https://github.com/PaddlePaddle/PaddleSpeech/pull/3795,,
zyfncg,235,2024-05-11 14:21:38,https://github.com/PaddlePaddle/Paddle/pull/64216,32,2024-05-11 14:21:38,https://github.com/PaddlePaddle/Paddle/pull/64216,0 days 04:48:24,https://github.com/PaddlePaddle/Paddle/pull/63177,,
zyt1024,28,2024-01-23 15:16:41,https://github.com/PaddlePaddle/Paddle/pull/61051,34,2024-01-23 15:16:41,https://github.com/PaddlePaddle/Paddle/pull/61051,1 days 23:30:55,https://github.com/PaddlePaddle/Paddle/pull/61051,,
zzjjay,11,2024-03-12 19:39:03,https://github.com/PaddlePaddle/PaddleSlim/pull/1859,1,2024-02-21 15:22:15,https://github.com/PaddlePaddle/PaddleSlim/pull/1848,0 days 00:06:34,https://github.com/PaddlePaddle/PaddleSlim/pull/1859,,
01sss,0,,,0,,,0,0,,
0Lisixian0,0,,,0,,,0,0,,
1042312930,0,,,0,,,0,0,,
11075225,0,,,0,,,0,0,,
111wukong,0,,,0,,,0,0,,
1178615156,0,,,0,,,0,0,,
1190303125,0,,,0,,,0,0,,
1193700079,0,,,0,,,0,0,,
11spring,0,,,0,,,0,0,,
1205469665,0,,,0,,,0,0,,
123Yujiahang,0,,,0,,,0,0,,
123newday,0,,,0,,,0,0,,
123studying,0,,,0,,,0,0,,
125793014,0,,,0,,,0,0,,
1259666087,0,,,0,,,0,0,,
12dc32d,0,,,0,,,0,0,,
13050509570,0,,,0,,,0,0,,
1314520gu,0,,,0,,,0,0,,
13244554253,0,,,0,,,0,0,,
13263762454,0,,,0,,,0,0,,
13307790006,0,,,0,,,0,0,,
136323000,0,,,0,,,0,0,,
13950182204,0,,,0,,,0,0,,
13fengfeng,0,,,0,,,0,0,,
1424153694,0,,,0,,,0,0,,
1443244362,0,,,0,,,0,0,,
1477823267,0,,,0,,,0,0,,
15254042250,0,,,0,,,0,0,,
1528242627,0,,,0,,,0,0,,
15621008556,0,,,0,,,0,0,,
15689933561,0,,,0,,,0,0,,
1687412531,0,,,0,,,0,0,,
1737686924,0,,,0,,,0,0,,
1756112901,0,,,0,,,0,0,,
18205097282,0,,,0,,,0,0,,
1822067490,0,,,0,,,0,0,,
1826133674,0,,,0,,,0,0,,
18325391772,0,,,0,,,0,0,,
18684031838,0,,,0,,,0,0,,
1878708493,0,,,0,,,0,0,,
188080501,0,,,0,,,0,0,,
18846828771,0,,,0,,,0,0,,
18mingmin,0,,,0,,,0,0,,
190084188,0,,,0,,,0,0,,
1a1aca,0,,,0,,,0,0,,
1aqi,0,,,0,,,0,0,,
1wang11lijian1,0,,,0,,,0,0,,
1yuechu1,0,,,0,,,0,0,,
20083017,0,,,0,,,0,0,,
2013358072,0,,,0,,,0,0,,
201722111112027,0,,,0,,,0,0,,
2022WPJ,0,,,0,,,0,0,,
20246688,0,,,0,,,0,0,,
2043078895,0,,,0,,,0,0,,
2213500360,0,,,0,,,0,0,,
2232293826,0,,,0,,,0,0,,
22ling,0,,,0,,,0,0,,
2314933036,0,,,0,,,0,0,,
2375963934a,0,,,0,,,0,0,,
2443374695,0,,,0,,,0,0,,
2584191127,0,,,0,,,0,0,,
258863,0,,,0,,,0,0,,
2711035086,0,,,0,,,0,0,,
2776012999,0,,,0,,,0,0,,
294978174,0,,,0,,,0,0,,
3183817130,0,,,0,,,0,0,,
350050183,0,,,0,,,0,0,,
394988736,0,,,0,,,0,0,,
420xincheng,0,,,0,,,0,0,,
471417367,0,,,0,,,0,0,,
48383167,0,,,0,,,0,0,,
488283943,0,,,0,,,0,0,,
520030910343,0,,,0,,,0,0,,
5204AIO,0,,,0,,,0,0,,
534114658,0,,,0,,,0,0,,
535205856,0,,,0,,,0,0,,
652994331,0,,,0,,,0,0,,
670133189,0,,,0,,,0,0,,
729973389,0,,,0,,,0,0,,
741060686,0,,,0,,,0,0,,
777sfdf,0,,,0,,,0,0,,
77bw,0,,,0,,,0,0,,
7resp4ss,0,,,0,,,0,0,,
809388027,0,,,0,,,0,0,,
813BoZai,0,,,0,,,0,0,,
827648313,0,,,0,,,0,0,,
924553350,0,,,0,,,0,0,,
949418761,0,,,0,,,0,0,,
A123798qw,0,,,0,,,0,0,,
ABBoyangCD,0,,,0,,,0,0,,
AESL-RND1,0,,,0,,,0,0,,
AFAN-LIFE,0,,,0,,,0,0,,
AHPUymhd,0,,,0,,,0,0,,
ALittleDruid,0,,,0,,,0,0,,
AMALVAASISH,0,,,0,,,0,0,,
AN-ZE,0,,,0,,,0,0,,
ANemo-yj,0,,,0,,,0,0,,
ATM006,0,,,0,,,0,0,,
ATP-BME,0,,,0,,,0,0,,
ATblackwhite,0,,,0,,,0,0,,
AUP0,0,,,0,,,0,0,,
AZH1992,0,,,0,,,0,0,,
Aaryan2304,0,,,0,,,0,0,,
Abhivadan,0,,,0,,,0,0,,
Abikehaozhu,0,,,0,,,0,0,,
Acheerfulloser,0,,,0,,,0,0,,
ActionBeam,0,,,0,,,0,0,,
Adenc,0,,,0,,,0,0,,
Adhitya1996,0,,,0,,,0,0,,
Advance-Mr,0,,,0,,,0,0,,
Adversarr,0,,,0,,,0,0,,
AfterSnows,0,,,0,,,0,0,,
Aganlengzi,0,,,0,,,0,0,,
Ainavo,0,,,0,,,0,0,,
Alanhzl,0,,,0,,,0,0,,
Alex86706,0,,,0,,,0,0,,
AlexDai001,0,,,0,,,0,0,,
AlexPascu001,0,,,0,,,0,0,,
AlexWxW,0,,,0,,,0,0,,
Alexander-jazz,0,,,0,,,0,0,,
Alexasparis,0,,,0,,,0,0,,
Alexia1994,0,,,0,,,0,0,,
Alexng2024,0,,,0,,,0,0,,
Algabeno,0,,,0,,,0,0,,
Ali-Raza12,0,,,0,,,0,0,,
AlicanBalik,0,,,0,,,0,0,,
Alirez1043,0,,,0,,,0,0,,
AllenMeng2009,0,,,0,,,0,0,,
AlligatorSky1017,0,,,0,,,0,0,,
Alonghui,0,,,0,,,0,0,,
Ameng2126,0,,,0,,,0,0,,
Amy234543,0,,,0,,,0,0,,
AnTranHoai38,0,,,0,,,0,0,,
Andriy7,0,,,0,,,0,0,,
Andy197527,0,,,0,,,0,0,,
AndyLiu-121,0,,,0,,,0,0,,
AngHooVen,0,,,0,,,0,0,,
Angel113110,0,,,0,,,0,0,,
AngelLiang,0,,,0,,,0,0,,
AnitaSherry,0,,,0,,,0,0,,
Ankh-L,0,,,0,,,0,0,,
AnnapurnaPodar,0,,,0,,,0,0,,
Anthony-Sun-S,0,,,0,,,0,0,,
AnthonyF333,0,,,0,,,0,0,,
AntyRia,0,,,0,,,0,0,,
Anxiangchegu,0,,,0,,,0,0,,
Ao-Lee,0,,,0,,,0,0,,
ApocalypticDoctor,0,,,0,,,0,0,,
Apokar,0,,,0,,,0,0,,
ApolloRay,0,,,0,,,0,0,,
Aquapisces,0,,,0,,,0,0,,
Arcolaus,0,,,0,,,0,0,,
Aritra02091998,0,,,0,,,0,0,,
Asaiyume0926,0,,,0,,,0,0,,
Atom2004,0,,,0,,,0,0,,
AuditoreDJN,0,,,0,,,0,0,,
Augenstern2023,0,,,0,,,0,0,,
AvaMins,0,,,0,,,0,0,,
AvalonSama,0,,,0,,,0,0,,
AxeBlue,0,,,0,,,0,0,,
B1029038,0,,,0,,,0,0,,
BAYEKHELIX,0,,,0,,,0,0,,
BG888,0,,,0,,,0,0,,
BITprogramMan,0,,,0,,,0,0,,
Barry-1212,0,,,0,,,0,0,,
BarryAlllen,0,,,0,,,0,0,,
BarryYin,0,,,0,,,0,0,,
Bb91234567890,0,,,0,,,0,0,,
BeginningOne,0,,,0,,,0,0,,
BerineYang,0,,,0,,,0,0,,
BeyondYourself,0,,,0,,,0,0,,
Biekangdong,0,,,0,,,0,0,,
BigFace123,0,,,0,,,0,0,,
BillLZD,0,,,0,,,0,0,,
Bishow-99,0,,,0,,,0,0,,
BlankConan,0,,,0,,,0,0,,
Bob0123456,0,,,0,,,0,0,,
Bodarobi,0,,,0,,,0,0,,
Bonoy0328,0,,,0,,,0,0,,
Boom-Wang,0,,,0,,,0,0,,
BotAndyGao,0,,,0,,,0,0,,
Bradly-s,0,,,0,,,0,0,,
BrightXiaoHan,0,,,0,,,0,0,,
Brutal15229,0,,,0,,,0,0,,
BuiPhamSonHa,0,,,0,,,0,0,,
BurdenRaxs,0,,,0,,,0,0,,
C-rawler,0,,,0,,,0,0,,
CCbird,0,,,0,,,0,0,,
CF-chen-feng-CF,0,,,0,,,0,0,,
CJ0510,0,,,0,,,0,0,,
CQMalaxg,0,,,0,,,0,0,,
CUTEPKQ,0,,,0,,,0,0,,
CXSforHPU,0,,,0,,,0,0,,
CZMmin,0,,,0,,,0,0,,
Camas9,0,,,0,,,0,0,,
CanJie,0,,,0,,,0,0,,
Capiday,0,,,0,,,0,0,,
Capricorn-18,0,,,0,,,0,0,,
Carious-ads,0,,,0,,,0,0,,
CashBai,0,,,0,,,0,0,,
Catherine-aka,0,,,0,,,0,0,,
Cercis1,0,,,0,,,0,0,,
ChYHENG123,0,,,0,,,0,0,,
Charlesjc-lab,0,,,0,,,0,0,,
CharmingHue,0,,,0,,,0,0,,
ChenControl,0,,,0,,,0,0,,
CheneyYin,0,,,0,,,0,0,,
Chenfeixia,0,,,0,,,0,0,,
ChengMing520,0,,,0,,,0,0,,
Chenkeyi43,0,,,0,,,0,0,,
Chernyn,0,,,0,,,0,0,,
Chetancool,0,,,0,,,0,0,,
ChevalierOhm,0,,,0,,,0,0,,
ChocoWu,0,,,0,,,0,0,,
Chriost,0,,,0,,,0,0,,
Chuge0335,0,,,0,,,0,0,,
Circleee7,0,,,0,,,0,0,,
CodeRic28,0,,,0,,,0,0,,
ConnectingDNA-Depositary,0,,,0,,,0,0,,
CorbinFoucart,0,,,0,,,0,0,,
CtSTS,0,,,0,,,0,0,,
CunYu0718,0,,,0,,,0,0,,
Cupcc,0,,,0,,,0,0,,
CvBokchoy,0,,,0,,,0,0,,
Cynthia-ly,0,,,0,,,0,0,,
DAAworld,0,,,0,,,0,0,,
DCC-lzhy,0,,,0,,,0,0,,
DLlearn,0,,,0,,,0,0,,
DUCH714,0,,,0,,,0,0,,
Daeshiyao,0,,,0,,,0,0,,
DanBrown47,0,,,0,,,0,0,,
Dandelion111,0,,,0,,,0,0,,
Daniel-969,0,,,0,,,0,0,,
DarkenStar,0,,,0,,,0,0,,
Darksiderlyd,0,,,0,,,0,0,,
Darren0465,0,,,0,,,0,0,,
DarrenZhangug,0,,,0,,,0,0,,
David-dotcom666,0,,,0,,,0,0,,
DazzlingGalaxy,0,,,0,,,0,0,,
DeepAichemist,0,,,0,,,0,0,,
Derbins,0,,,0,,,0,0,,
Desperado-Jia,0,,,0,,,0,0,,
Dhao007,0,,,0,,,0,0,,
DietDietDiet,0,,,0,,,0,0,,
Dimweaker,0,,,0,,,0,0,,
Dineshkumar-Anandan-ZS0367,0,,,0,,,0,0,,
DingHsun,0,,,0,,,0,0,,
Dingxiangtao,0,,,0,,,0,0,,
DipanshuJuneja,0,,,0,,,0,0,,
DoItWithMe,0,,,0,,,0,0,,
DoctorDream,0,,,0,,,0,0,,
Dollhan,0,,,0,,,0,0,,
Doloxetine,0,,,0,,,0,0,,
DominicMukilan,0,,,0,,,0,0,,
Dong-star623,0,,,0,,,0,0,,
DongBaiYue,0,,,0,,,0,0,,
Double97828,0,,,0,,,0,0,,
DreamMaker777,0,,,0,,,0,0,,
Dreamkeeper66666,0,,,0,,,0,0,,
E-Pudding,0,,,0,,,0,0,,
ERRORand,0,,,0,,,0,0,,
Eason-shu,0,,,0,,,0,0,,
Eddie-Wang1120,0,,,0,,,0,0,,
Edward-YS,0,,,0,,,0,0,,
Edwina414,0,,,0,,,0,0,,
EliverQ,0,,,0,,,0,0,,
Endlesswinds,0,,,0,,,0,0,,
Enoch9x9,0,,,0,,,0,0,,
Enzo-bit-beep,0,,,0,,,0,0,,
EricDing618,0,,,0,,,0,0,,
ErshovVE,0,,,0,,,0,0,,
EvW1998,0,,,0,,,0,0,,
EvilCalf,0,,,0,,,0,0,,
Evle-liu,0,,,0,,,0,0,,
ExtReMLapin,0,,,0,,,0,0,,
EzcodingSen,0,,,0,,,0,0,,
FAUST-BENCHOU,0,,,0,,,0,0,,
FHhui,0,,,0,,,0,0,,
FRAki73,0,,,0,,,0,0,,
Fafap131,0,,,0,,,0,0,,
Faichuis,0,,,0,,,0,0,,
FarV-Ma,0,,,0,,,0,0,,
Farooq87,0,,,0,,,0,0,,
Felix0525,0,,,0,,,0,0,,
FengJin-cv,0,,,0,,,0,0,,
FengfengLiang1112222,0,,,0,,,0,0,,
Fenglinhsh,0,,,0,,,0,0,,
File-z-J,0,,,0,,,0,0,,
Firestick-Xia,0,,,0,,,0,0,,
FishSmallL,0,,,0,,,0,0,,
Fissionalist,0,,,0,,,0,0,,
Fizzmy,0,,,0,,,0,0,,
FloatFrank,0,,,0,,,0,0,,
Fly2flies,0,,,0,,,0,0,,
FlyDut,0,,,0,,,0,0,,
Forever0713,0,,,0,,,0,0,,
FrankSheng,0,,,0,,,0,0,,
FrankyTang,0,,,0,,,0,0,,
GDbbq,0,,,0,,,0,0,,
GGGame1,0,,,0,,,0,0,,
GHUFRAN-HYDER,0,,,0,,,0,0,,
GJYWorld,0,,,0,,,0,0,,
GLaStu,0,,,0,,,0,0,,
GXKIM,0,,,0,,,0,0,,
GaeHyo,0,,,0,,,0,0,,
GallantZhangYu,0,,,0,,,0,0,,
GanSidong,0,,,0,,,0,0,,
GaoYuelong,0,,,0,,,0,0,,
Garhorne0813,0,,,0,,,0,0,,
GarrettLee,0,,,0,,,0,0,,
Gary-zyt,0,,,0,,,0,0,,
GasparVardanyan,0,,,0,,,0,0,,
GeLeinjust,0,,,0,,,0,0,,
Gela-Ryan,0,,,0,,,0,0,,
GenerallyCovetous,0,,,0,,,0,0,,
GentlerMan,0,,,0,,,0,0,,
Ghaz1i,0,,,0,,,0,0,,
GiattiChen,0,,,0,,,0,0,,
GitCode2024,0,,,0,,,0,0,,
GitHubmalajava,0,,,0,,,0,0,,
GiterRUOK,0,,,0,,,0,0,,
GloriaYY,0,,,0,,,0,0,,
GoPark1995,0,,,0,,,0,0,,
God-song,0,,,0,,,0,0,,
Gpy23,0,,,0,,,0,0,,
GreenValue,0,,,0,,,0,0,,
GreenyGo1,0,,,0,,,0,0,,
GuoDapeng,0,,,0,,,0,0,,
GuoQuanhao,0,,,0,,,0,0,,
HHaidai,0,,,0,,,0,0,,
HIT-liyihao,0,,,0,,,0,0,,
HRyixin,0,,,0,,,0,0,,
HUPg-95,0,,,0,,,0,0,,
HYJ1542052797,0,,,0,,,0,0,,
Haeppypuppy,0,,,0,,,0,0,,
Hakstar,0,,,0,,,0,0,,
HanksYang,0,,,0,,,0,0,,
Happy-zyy,0,,,0,,,0,0,,
Hari-Seldonn,0,,,0,,,0,0,,
Haseeeb21,0,,,0,,,0,0,,
HawkingRadiation42,0,,,0,,,0,0,,
Heart-Sniper,0,,,0,,,0,0,,
Heaven-zeng,0,,,0,,,0,0,,
HighGee,0,,,0,,,0,0,,
Hold-on-li,0,,,0,,,0,0,,
HomengLau,0,,,0,,,0,0,,
Homura852,0,,,0,,,0,0,,
HonestyBrave,0,,,0,,,0,0,,
HongkunSun,0,,,0,,,0,0,,
HongtaoBi,0,,,0,,,0,0,,
Hsiayukoo,0,,,0,,,0,0,,
Huanghongli,0,,,0,,,0,0,,
Huanuanx,0,,,0,,,0,0,,
Hucley,0,,,0,,,0,0,,
Hughhuh,0,,,0,,,0,0,,
HwangYunJin,0,,,0,,,0,0,,
HxSeek,0,,,0,,,0,0,,
IAmAlwaysOnline,0,,,0,,,0,0,,
ILoveAmy,0,,,0,,,0,0,,
IceHowe,0,,,0,,,0,0,,
