User,Month,Issues,PRs,Merges
huangguifeng,7,2,0,0
huangguifeng,11,1,0,0
huanghmingyue,2,1,0,0
huangminzhong,3,1,0,0
huangtao2999,3,1,0,0
huangtao2999,6,1,0,0
huangtaosdt,4,1,0,0
huaxiangsiyi,1,1,0,0
hudeyi100,8,1,0,0
hudeyi100,10,2,0,0
huhaohao525,6,1,0,0
hujiachun,6,1,0,0
hujiachun,7,2,0,0
hujianming8163,11,1,0,0
huluhulu595,2,2,0,0
hunagjingwei,4,1,0,0
huotong1212,1,1,0,0
huotong1212,2,1,0,0
huoxicai,5,1,0,0
hurui79,4,1,0,0
hurui79,7,1,0,0
hustzxl,3,1,0,0
hutaotao1,1,1,0,0
huwei02,3,1,0,0
huwei02,7,1,0,0
huxiangdong,11,1,0,0
huxianhui282,10,1,0,0
hxuaj,1,2,0,0
hxuaj,3,3,0,0
hxuaj,8,1,0,0
hywchina,4,1,0,0
hyxzhang,4,1,0,0
hzn666,5,1,0,0
iFish85,7,1,0,0
iKunCai,7,1,0,0
iPengXPro,2,1,0,0
icedream2linxi,3,1,0,0
icutool,6,2,0,0
idontkonwher,1,1,0,0
idontkonwher,5,1,0,0
ifluck,11,1,0,0
ignore1999,6,1,0,0
ignore1999,7,1,0,0
ignorejjj,6,1,0,0
igor-krawczuk,9,1,0,0
ilbash,1,1,0,0
illiterate,2,1,0,0
ilovefanjian,3,1,0,0
ilovefanjian,4,1,0,0
ilovefanjian,5,2,0,0
ilovefanjian,12,1,0,0
imheng,8,1,0,0
imoko233,3,2,0,0
inisis,7,1,0,0
insinfo,8,2,0,0
intjun,4,1,0,0
intjun,9,1,0,0
intleopk,4,1,0,0
ireson96,6,1,0,0
isOreo,2,1,0,0
isnanaa,8,1,0,0
isnanaa,9,1,0,0
itagan,3,1,0,0
itflash,12,1,0,0
itmeicn,5,2,0,0
itouchsky,3,2,0,0
itues,11,1,0,0
itues,12,1,0,0
ivandon15,5,1,0,0
ixiami1314,3,1,0,0
izhaolinger,4,1,0,0
izhaolinger,5,1,0,0
izhaolinger,6,1,0,0
j0sephsasson,1,1,0,0
jackros1022,9,1,0,0
jamesbonds01,6,1,0,0
jaminegod,5,1,0,0
jason75567,10,1,0,0
jasper-cell,1,2,0,0
jasper-cell,5,1,0,0
java-tianz,12,1,0,0
javachens,3,1,0,0
javachens,4,1,0,0
jawi289o,7,1,0,0
jay22mehta,4,1,0,0
jaysonteng,4,1,0,0
jazzly,5,3,0,0
jbrepogmailcom,1,1,0,0
jcyrss,1,1,0,0
jeng1220,1,2,0,0
jeng1220,2,1,0,0
jeng1220,6,1,0,0
jeng1220,7,1,0,0
jerrywgz,7,1,1,5
jh-cao,11,1,0,0
jhxiang,10,2,0,0
jiacxie,10,1,0,0
jiamfeng,10,1,0,0
jiamian2009,3,1,0,0
jiang99357,7,1,0,0
jianghuakun,4,2,0,0
jianghuakun,6,5,0,0
jiangming7301,5,2,0,0
jiangshanwe,10,4,0,0
jianlins,10,1,0,0
jianxiaojin,4,1,0,0
jidechao,3,1,0,0
jidechao,6,1,0,0
jimcoolberd,5,1,0,0
jimesking,2,1,0,0
jimesking,3,1,0,0
jindameias,8,1,0,0
jingmingtao,4,2,0,0
jingmingtao,8,1,0,0
jingshuiliushen2023,1,1,0,0
jingsongliujing,6,2,0,0
jinjin4318,4,1,0,0
jinming-neuroleap,7,1,0,0
jinmingyi1998,11,1,0,0
jinqiua,10,1,0,0
jiqibuaixuexi,10,1,0,0
jiucl,1,1,0,0
jiuyuedeyu156,6,6,12,0
jiuyuedeyu156,7,2,6,0
jiuyuedeyu156,8,2,0,0
jiwenfei,4,1,0,0
jiyuwangbupt,12,2,0,0
jjdadajj,1,1,0,0
jjkgsd,8,1,0,0
jjy260782149,6,2,0,0
jkosinski,9,2,0,0
jnchen,6,1,0,0
jnulzl,8,1,0,0
jo-dean,7,1,0,0
jo-dean,10,3,0,0
joanmm851029,10,1,0,0
joeisme,7,1,0,0
johnlockejrr,9,1,2,0
johnyanccer,4,1,0,0
johnyanccer,6,1,0,0
johnyanccer,11,2,0,0
jonyllamado,7,3,0,0
jrsebastian,2,1,0,0
jrsebastian,3,1,0,0
jshen28,3,1,0,0
jsreveal,2,1,0,0
jtcjump,3,1,0,0
jtong99,12,1,0,0
judymiguel,4,1,0,0
juelietq,1,1,0,0
juhonkang,5,1,0,0
julian24bas,5,1,0,0
juncyan,9,3,0,0
juncyan,11,1,0,0
junwei-liu,1,1,0,0
junxfly,5,1,0,0
justforyou2017,3,3,0,0
justgoonz,10,1,0,0
juvebogdan,2,1,0,0
jwj76,9,1,0,0
jyyang621,3,1,0,0
jzhang533,1,1,0,1
jzhang533,2,1,6,0
jzhang533,3,1,78,84
jzhang533,4,2,1,64
jzhang533,5,1,17,110
jzm930203,8,1,0,0
kachadx,3,2,0,0
kachadx,4,4,0,0
kachadx,5,3,0,0
kachadx,6,5,0,0
kackbob,3,1,0,0
kaderu,1,1,0,0
kafukaf325,11,1,0,0
kainhuang,9,1,0,0
kangning476,3,1,0,0
kaoe3,6,1,0,0
karthikbalu,1,1,0,0
kehan777,11,1,0,0
kehuo,4,1,0,0
kejikeji6,4,1,0,0
kejiusi94,5,1,0,0
kelvinji2009,6,1,0,0
kenekai,11,1,0,0
kenneth-bro,12,1,0,0
kennyLSN,6,1,0,0
kenvinsuxun,10,1,0,0
kerry-weic,9,1,0,0
kerry-weic,12,1,0,0
kevincheng2,3,1,0,0
kevinkinking,6,2,0,0
kevinzezel,6,1,0,0
kewuyu,2,1,0,0
keyfall,7,1,0,0
keyur2maru,4,1,0,0
kezidanbao,8,2,0,0
kg-nlp,9,1,0,0
kiddkyd2,5,1,0,0
kiddyu,3,1,0,0
kikiyaYang,3,1,0,0
kikiyaYang,4,1,0,0
kinghelong,7,1,0,0
kinghelong,8,1,0,0
kissablemt,3,1,0,0
kitPanPeter,3,1,0,0
kitterive,1,2,0,0
kivenyangming,3,1,0,0
kiyojimini,6,1,0,0
kk-2000,5,3,16,0
kkiskkk,6,1,0,0
kkpssr,3,1,0,0
kkpssr,8,3,0,0
kli017,3,1,0,0
klshuchong,9,1,0,0
klzhong69,3,1,0,0
knoka812,10,1,0,0
knoka812,11,2,0,0
knowpwr,6,1,0,0
kobaidze3,7,1,0,0
komorebich,9,1,0,0
konghaiya,12,1,0,0
kopyl,1,2,0,0
kryptoniancode,5,1,0,0
kuhaku9527,3,1,0,0
kules-rara,6,1,0,0
kulongwei,5,2,0,0
kund3,9,1,0,0
kwang19113,2,1,0,0
kwang19113,4,1,0,0
kwdchol,3,1,0,0
kwdchol,5,1,0,0
kwjlhh,9,1,0,0
kylin987,2,1,0,0
kyzhouxu,11,1,0,0
l64262631,11,1,0,0
labolado,9,1,0,0
laborer123,7,1,0,0
lai-serena,1,3,0,0
laishenghui,1,2,0,0
lale314,11,1,0,0
laliwang,7,1,0,0
lan11,3,1,0,0
lanlan1234,4,1,0,0
lantudou,1,1,0,0
lao-xu,4,1,0,0
laogonggong847,6,1,0,0
laolj,10,1,0,0
laolj,11,1,0,0
lausannel,4,1,0,0
lawrence910426,4,1,0,0
lbsonggz,6,1,0,0
lbsskt,8,1,0,0
lbz0920,7,1,0,0
lcesd,11,1,0,0
lckj2009,3,5,0,0
lcttlx,6,1,0,0
learner777h,12,1,0,0
leashi,9,1,0,0
leashi,10,1,0,0
leduy-it,12,1,0,0
leeleolay,9,1,0,0
leeleolay,10,1,0,0
leftthomas,4,1,0,0
leidi1989,5,1,0,0
leihuayi,7,1,0,0
leizhu1989,1,1,0,0
leizhu900516,2,1,0,0
lemon3853,5,2,4,0
lemon3853,7,2,0,0
lemonish,5,1,0,0
lemonlikelihood,2,1,0,0
leo0519,7,2,0,0
leon062112,10,1,0,0
leovan,6,1,0,0
leslie2046,10,1,0,0
leslie2046,11,2,0,0
letienan1998,9,1,0,0
leyiwang,4,1,0,0
leyiwang,5,1,0,0
lg920810,3,1,0,0
lg920810,4,1,0,0
lg920810,5,1,0,0
lghsrchcn,12,1,0,0
lh9171338,3,1,0,0
lhou705,2,1,0,0
lhou705,3,1,0,0
lhscau,3,1,0,0
lhx150926,10,1,0,0
li7dragonball,10,1,0,0
liangasheng,4,1,0,0
liangruxing,4,1,0,0
liangyijian1,12,1,0,0
liaolinchun-AI,6,1,0,0
lichenliang666,7,2,0,0
lidan1,7,1,0,0
lidra,11,3,0,0
lifeIsBeautifulgo123,5,1,0,0
lifecodetest,5,1,0,0
lijialin03,4,1,0,0
lijing89,5,1,0,0
lili-changjiang,4,2,0,0
liming1010,10,4,0,0
lindadamama,11,1,0,0
lingdujunshang,3,1,0,0
lingdujunshang,8,1,0,0
linghusmile,3,5,0,0
lingyuwangwang,4,1,0,0
lingzhia1,6,1,0,0
linkk08,3,2,2,0
linkk08,6,3,0,0
linkk08,11,2,0,0
linkk08,12,1,0,0
linkstatic12,1,1,0,0
linlongrd,5,3,0,0
linqunbin,2,2,0,0
linssonSUSUSU,5,1,0,0
linuxlin365,12,2,0,0
liq05,6,1,0,0
lisdoo,10,1,0,0
lishuai-97,6,1,0,0
lishuai-97,7,2,0,0
litonghui,4,1,0,0
littlecay,4,1,0,0
littlemesie,2,1,0,0
littlepotato14122,7,1,0,0
littlesmallrookie,3,3,0,0
littlesmallrookie,10,2,0,0
liubaiyu332,1,1,0,0
liuchong540,4,1,0,0
liuchong540,5,1,0,0
liudonghua123,5,1,0,0
liuhetongzi,6,1,0,0
liujiachang,8,2,0,0
liujiachang,12,2,0,0
liujianisme,5,1,0,0
liulj0507,3,1,0,0
liushuigao,12,1,0,0
liuxc1,2,1,0,0
liuxiaotiao,10,1,0,0
liuxiaotiao,11,1,0,0
liuzhipengchd,4,1,0,0
liuzhipengchd,5,1,0,0
liuzhipengchd,6,1,0,0
liuzhipengchd,7,1,0,0
liuzhipengchd,8,1,0,0
liuzhipengchd,10,2,0,0
liuzhipengchd,11,1,0,0
livingbody,7,1,0,0
lixiang1991,1,1,0,0
lixiangMindSpore,1,1,0,0
lixiangMindSpore,2,3,0,0
lixiangMindSpore,3,3,0,0
lixinye666,1,1,0,0
liyang051,11,1,0,0
liyuweihuo,2,1,0,0
lizexu123,2,2,14,0
lizexu123,3,1,4,0
lizexu123,11,1,1,1
lizhen-dlut,7,1,0,0
liziyi-gh,11,1,0,0
ljh-coder,3,2,24,0
ljmphp,8,1,0,0
lk1983823,4,1,0,0
lkocok,4,1,0,0
lksharing0208,5,1,0,0
lllxxzzzzz,1,1,0,0
lm91888,11,1,0,0
lmw0320,7,2,0,0
lmy235638,5,1,0,0
lokeycookie,2,2,0,0
lona-cn,10,1,1,0
longer3436,5,1,0,0
longsy316,11,1,0,0
loongsun,11,1,0,0
loongxd,7,1,0,0
loseboy001,4,2,0,0
lousika,1,1,0,0
lovychen,7,2,0,0
lovychen,8,1,0,0
lrjxgl,4,2,0,0
lrjxgl,9,1,0,0
lsch0lz,5,1,6,0
lsm140,1,1,0,0
lsx66,3,3,0,0
ltbd78,5,1,0,0
ltcs11,3,1,0,0
ltcs11,4,1,0,0
ltj19900609,7,1,0,0
lucasjinreal,5,1,0,0
lucasjinreal,6,1,0,0
luckystar5408,5,1,0,0
lugimzzz,3,1,1,1
luguoyixiazi,11,1,0,0
luhui,11,1,0,0
luluailinlin,3,2,0,0
lululiu2323,5,2,0,0
lunalulu,1,1,0,0
luoshiyong,6,2,0,0
luotao1,6,1,10,7
luozeyu1015,3,1,0,0
luwei-nuaa,9,1,0,0
luweiYES,7,1,0,0
luweiagi,5,1,0,0
luyan518,6,1,0,0
luyao-cv,2,1,0,0
luyao-cv,10,2,0,0
luyao-cv,11,1,1,3
luyao-cv,12,1,10,11
lvrh2018,4,1,0,0
lvrh2018,5,1,0,0
lvxqjp,6,1,0,0
lwgkzl,2,1,0,0
lwtgithublwt,3,1,0,0
lx1054331851,9,1,0,0
lxd-cumt,3,1,0,0
lxh111,1,1,0,0
lxin49,12,1,0,0
lxn96,7,1,0,0
lxw316830,3,1,0,0
ly03240921,8,1,0,0
ly03240921,10,1,0,0
ly303550688,10,2,0,0
ly303550688,11,1,0,0
lyc728,10,1,0,0
lyc728,11,1,0,0
lyf6,5,1,0,0
lyl0809,12,1,0,0
lylkr,4,1,0,0
lyn-zzz,10,1,0,0
lytws,3,1,0,0
lyuwenyu,8,1,0,11
lyuwenyu,10,1,2,3
lyxxxyl,8,1,0,0
lyyilin,9,1,0,0
lznext,1,1,0,0
m5061125,4,1,0,0
m7mdhka,4,1,0,0
madagastar,3,1,0,0
magicendaver,1,2,0,0
magicleo,1,3,0,0
magicleo,2,1,0,0
magicleo,4,1,0,0
magicleo,7,1,0,0
mahaling,2,1,0,0
mahesh11T,3,2,0,0
mahesh11T,4,1,0,0
mailliw2010,10,1,0,0
maiquanshen,12,1,0,0
makaiyang,4,2,0,0
mandicc,5,2,0,0
mandog747,3,1,0,0
mandylyin,8,1,0,0
mandylyin,9,1,0,0
manongxiaobaigbc,12,2,0,0
manzhura,9,1,0,0
maowandong,1,1,0,0
marlin2023,4,1,0,0
marsbzp,1,1,0,0
marsbzp,3,2,0,0
marsbzp,4,2,0,0
marsbzp,12,1,0,0
maruko-china,6,1,0,0
masaladi,8,1,0,0
mattheliu,6,1,16,0
mayang002,1,1,0,0
maymay1982,9,1,0,0
mayun123,11,1,0,0
mayun123,12,3,0,0
mchen11,1,1,0,0
mcl-stone,11,1,0,0
megemini,1,1,0,0
megemini,4,1,0,0
megemini,6,2,2,0
megemini,10,3,12,0
megemini,12,1,3,0
meilovegui,5,1,0,0
melyssacheung,9,1,0,0
memedacn,9,1,0,0
menginbaidu,2,1,0,0
menginbaidu,3,1,0,0
menglingjie,11,1,0,0
mengxiangyu-png,4,1,0,0
mfq2003,8,1,0,0
mhanhmk,6,1,0,0
mhmhh404,12,1,0,0
michael-selvas,5,1,0,0
micromoon779,6,2,0,0
mike-egg123,12,1,0,0
mikeswf,6,1,0,0
mikezhuang2022,8,1,0,0
milely,7,1,0,0
minboo,5,1,0,0
ming2681,12,4,0,0
minghua-123,10,1,0,0
minghua-123,12,2,0,0
mingren8888,11,1,0,0
mingxingpu,3,2,0,0
minhduc01168,6,1,0,0
minushuang,1,1,0,0
minushuang,2,1,0,0
mirrorball799,2,1,0,0
mixml,11,1,0,0
mjx1999,4,1,0,0
mjz0110,9,1,0,0
mlfrd,1,1,0,0
mnbvcxzz1375,6,1,0,0
moanb,5,1,0,0
modderBUG,12,1,0,0
mohammedX6,9,1,0,0
moningjiang,5,2,0,0
monkeycc,1,2,0,0
monkeycc,2,2,0,0
monkeycc,4,2,0,0
monkeycc,5,2,0,0
monkeycc,7,1,0,0
monkeycc,9,1,0,0
monkeycc,10,2,0,0
monkeycc,11,3,0,0
monkeycc,12,2,0,0
monster-arch,12,1,0,0
monsterlyg,3,1,0,0
mookixiao,7,2,0,0
mookixiao,11,1,0,0
moosewoler,4,1,0,0
morego123,2,1,0,0
morego123,4,1,0,0
morego123,5,1,0,0
mos1es,10,2,0,0
moyanxinxu,12,1,0,0
mozeqiu123,10,1,0,0
mozeqiu123,11,1,0,0
mp075496706,4,1,0,0
mqy9787,9,1,0,0
mqy9787,11,1,0,0
mrchengshunlong,2,1,0,0
mrcx-pku,10,1,0,0
mriamnobody,3,1,0,0
mrlihellohorld,1,1,0,0
mrlihellohorld,7,1,0,0
mrljwlm,3,1,0,0
mrzjl,4,1,0,0
msarmiento3,6,1,0,0
mtahaayhan,3,1,0,0
muuda,4,1,0,0
muuda,5,3,0,0
muxuanliu,11,1,0,0
mxdg,10,2,0,0
mxdg,12,1,0,0
mxyqsh,1,1,0,0
myAhua,3,1,0,0
myBigbug,12,1,0,0
myboyliu2025,10,1,0,0
myhloli,6,1,4,0
myhloli,7,2,6,0
myhloli,10,1,0,0
myhloli,12,1,0,0
mypy98,3,1,0,0
mypy98,6,2,0,0
mzgcz,12,1,0,0
nam157,5,1,0,0
namaws,3,1,0,0
nannanmath,3,1,0,0
narc1ssus1,11,1,0,0
natureLanguageQing,8,5,0,0
navidog8888,7,1,0,0
nehashinde-canopy,3,1,0,0
nemon-,11,1,0,0
neo502721,2,2,0,0
neteroster,3,1,7,0
netsnakecn,12,1,0,0
newforrestgump001,3,1,0,0
ngc7292,6,1,0,0
nhannguyen1003,5,1,0,0
nicken,7,1,0,0
nicken,8,1,0,0
nicolaskodak,10,1,0,0
nielev,10,1,0,0
nielev,11,1,0,0
nikooooooooooooooooooo,5,1,0,0
nikooooooooooooooooooo,6,1,0,0
nimengxiao,8,1,0,0
nine-city,1,1,0,0
ningerlove,5,1,0,0
ninscious,7,1,0,0
nishirong,2,1,0,0
nissansz,2,2,0,0
nissansz,3,5,0,0
nissansz,4,27,0,0
nissansz,5,7,0,0
nissansz,6,11,0,0
nissansz,8,1,0,0
nissansz,10,2,0,0
nissansz,11,1,0,0
nitinashutosh,2,1,0,0
niushao12,9,1,0,0
njflove,3,1,0,0
njflove,4,1,0,0
njflove,11,3,0,0
njzjz,10,1,0,0
nku428,6,1,0,0
nlilili,10,1,0,0
noahdyp,12,1,0,0
noble-dreamer,7,1,0,0
nothingws,2,1,0,0
nothingws,3,1,0,0
nothingws,9,1,0,0
ntdgo,12,2,0,0
nvip12041994,9,1,0,0
nwjun,6,1,0,0
nwnuszu,7,1,0,0
nyh3174680732,6,2,0,0
nypyp,5,1,0,0
offsider2019,7,1,0,0
okusamaOwO,4,1,0,0
okusamaOwO,5,1,0,0
omaiyiwa,5,1,0,0
omaiyiwa,6,1,0,0
omeeragtoprak,7,1,0,0
omeruth,7,1,0,0
omp009,11,1,0,0
onecatcn,2,1,0,0
onecatcn,5,1,0,0
onecatcn,6,1,0,0
onecatcn,9,1,1,2
onenerve,8,1,0,0
onewaymyway,1,1,0,0
onlywl9598,4,1,0,0
ooooo-create,1,1,0,0
ooooo-create,4,1,2,0
ooooo-create,7,2,8,0
op-newman,3,1,0,0
openvino-book,9,1,0,0
openvino-book,10,3,0,0
orange2350,11,1,0,0
orangeLong,11,1,0,0
orderer0001,5,1,0,0
orq518,12,1,0,0
ouerum,10,1,0,0
ouerum,11,1,0,0
ouerum,12,1,0,0
outman,5,1,0,0
overloadedHenry,9,1,0,0
p0mp0us,3,1,0,0
paddle-models,2,1,4,0
panpeng840715,3,2,0,0
panshuaisharon,9,1,0,0
papandadj,7,1,0,0
papersuper,1,1,0,0
parap1uie-s,5,1,0,0
parap1uie-s,6,1,0,0
pariskang,1,1,0,0
paulpaul91,3,1,0,0
paulpaul91,7,1,0,0
pd162,1,1,0,0
peakgrin,11,2,0,0
peiqijiayou,2,1,0,0
peiwenYe,7,2,0,0
penPenf28,5,1,0,0
pengcheng-yan,1,1,0,0
pengcheng-yan,5,1,0,0
pengyang1225,5,1,0,0
phamkhactu,1,3,0,0
phamkhactu,9,1,0,0
phb-shiyige-fw,2,1,0,0
philosophy912,1,1,0,0
phpdancer,12,1,0,0
phphappy,8,1,0,0
phpxianyu,1,2,0,0
piarosebelledelapaz,4,4,0,0
piarosebelledelapaz,5,5,0,0
piarosebelledelapaz,6,3,0,0
pierre110,4,2,0,0
pinnnkman,1,1,0,0
piperino11,1,1,0,0
pipipiapia,12,1,0,0
pjd206,12,1,0,0
plotnine1219,4,2,0,0
plotnine1219,5,4,0,0
pluto-ljl,8,1,0,0
pobi123,4,1,0,0
pony5551,1,1,0,0
pphgood,9,2,0,0
ppsohandsome,2,1,0,0
prashant-saxena,2,2,0,0
primary-stu,5,1,0,0
priyanshudutta04,3,1,0,0
programmer-lxj,11,2,0,0
psychedelicosisyphus,3,3,0,0
puppyjn,6,1,0,0
purplesword,8,1,0,0
pvinhd,3,1,0,0
pxike,4,2,0,0
pzchu,4,1,0,0
pzchu,8,1,0,0
q313766934,7,1,0,0
q465414859,4,5,0,0
q465414859,5,2,0,0
q798269,4,1,0,0
qaz147okm,10,2,0,0
qfduli,9,1,0,0
qiangxinglin,2,1,0,0
qiangxinglin,3,1,0,0
qianze10078,2,1,0,0
qihanghou726,11,1,0,0
qin110,3,1,0,0
qingjingjue,4,1,0,0
qinhuangdaoStation,7,1,0,0
qinhuangdaoStation,8,1,0,0
qiuzhewei,10,3,0,0
qiuzhewei,11,1,0,0
qiuzhewei,12,1,0,0
qiyuezhiguang,9,1,0,0
qlprimer,11,1,0,0
qq504692520,2,1,0,0
qsedr,12,1,0,0
quantbruce,1,1,0,0
quanzhang2020,6,1,0,0
quanzhang2020,7,1,0,0
qukeji,1,1,0,0
quqianlong,10,1,0,0
qurikuduo,12,1,0,0
qwedc001,2,1,0,0
qxfoxin,4,3,0,0
qybing,7,1,0,0
qzylalala,5,1,0,0
qzylalala,7,1,0,0
raining-dark,1,1,1,0
rainote2020,11,1,0,0
rajashekar-2002,4,1,0,0
rakiwine,4,1,0,0
ramdhan1989,12,2,0,0
raoyi,7,1,0,0
raoyutian,1,1,0,0
raoyutian,7,1,0,0
rayLemond,10,2,0,0
razor7788,10,1,0,0
reBiocoder,8,2,0,0
reeered,3,2,0,0
reeered,4,1,0,0
reese-lee1,8,2,0,0
reese-lee1,11,1,0,0
relaxtheo,12,1,0,0
rememberBr,1,2,0,0
renliangxa,7,1,0,0
renoyuan,9,2,0,0
renshujiajia,1,3,0,0
renshujiajia,3,2,0,0
renshujiajia,4,1,0,0
rexzhengzhihong,1,1,0,0
rexzhengzhihong,3,3,0,0
rexzhengzhihong,4,1,0,0
rical730,4,1,2,3
richardgohth,3,2,0,0
richardgohth,7,1,0,0
richikaP,7,1,0,0
risemeup1,5,1,0,1
risemeup1,10,1,3,7
riyajatar37003,7,1,0,0
rjhuang09,3,1,0,0
rlewkowicz,8,3,0,0
robertoding,4,1,0,0
robertoding,9,1,0,0
robotJie,6,1,0,0
robvoid,4,1,0,0
rongyixiao180319,5,1,0,0
rook1337,2,1,0,0
rookieLiu2018,11,2,0,0
rookieLiu2018,12,1,0,0
rsj123,4,2,4,0
rsj123,5,1,3,0
rsong0606,1,1,0,0
rudra0713,5,1,0,0
ruisunyc,11,1,0,0
ruleilong,9,1,0,0
runzhech,1,2,3,0
runzhech,2,1,0,0
runzhech,4,3,1,0
runzhech,11,1,0,0
ruoclio,4,1,0,0
ryx2,3,2,0,0
ryy321,7,1,0,0
sWenzhuo,5,1,0,0
saanvib13,4,1,0,0
saanvib13,5,4,0,0
sadays22,8,2,0,0
saikrishna431,2,1,0,0
saikrishna431,3,1,0,0
sajdlkasj,3,1,0,0
samthakur587,1,1,0,0
samthakur587,2,1,0,0
sanbuphy,6,6,0,0
sandzone,3,1,0,0
sanersbug,8,1,0,0
sarth1110,2,1,0,0
sattlelite,1,1,0,0
satvik-27199,5,1,0,0
saurabhmali1,5,1,0,0
savikko,5,1,0,0
savio1999,9,1,0,0
saysbye,7,2,0,0
sbing2000,5,1,0,0
sculyd,5,1,0,0
scutfrank,8,1,0,0
sdcb,3,2,0,0
sdcb,6,1,0,0
sdflkjssl,5,1,0,0
sdreamforchen,1,1,0,0
sdreamforchen,8,1,0,0
sdreamforchen,12,2,0,0
sdvina,1,1,0,0
sealoongleft,3,3,0,0
sealoongleft,4,4,0,0
sealoongleft,5,2,0,0
sealoongleft,6,1,0,0
sealoongleft,11,3,0,0
sealoongleft,12,8,0,0
seapolite,8,1,0,0
seastronger,3,2,0,0
seeeyou,5,1,0,0
seetimee,2,2,0,0
seetimee,3,2,0,0
sensenforever,12,1,0,0
senyousanmu,2,1,0,0
sg0771,6,1,0,0
sgAlbanC,2,1,0,0
sgAlbanC,4,1,0,0
sgAlbanC,8,1,0,0
sgAlbanC,10,2,0,0
shadedbluebird,7,3,2,0
shadedbluebird,8,1,10,0
shadow-wxh,12,1,0,0
shallow10,8,1,0,0
shallow10,12,1,0,0
shang-mt,9,3,0,0
shang-mt,10,1,0,0
shangshanruowo,1,4,0,0
shangshanruowo,2,2,0,0
shanyuaa,6,2,0,0
shao77622,3,1,0,0
shaoping1t,4,1,0,0
shatang123,12,1,0,0
sheiy,5,4,0,0
sheiyaoligun,8,1,0,0
shelly-angel,5,1,0,0
shengzhe8688,1,1,0,0
shilizhongyuan,6,1,0,0
shininglxj,11,1,0,0
shiqian1016,4,1,0,0
shiwenliang,6,1,0,0
shiwenliang,7,2,0,0
shiyutang,2,1,0,6
shreejalt,7,1,0,0
shreejalt,10,1,0,0
shrek-dior,7,1,0,0
shuaidaipeng,5,1,0,0
shudct,7,1,0,0
shuihsaiu,4,1,0,0
silas-yy,2,2,0,0
silence-pan84,11,1,0,0
sinajia,3,1,0,0
sinopec,3,1,0,0
sisrfeng,1,1,0,0
sisrfeng,2,1,1,0
sjchen,9,1,0,0
skming666,1,1,0,0
skming666,2,1,0,0
skwskwskwskw,2,1,0,0
skyimager,8,1,0,0
skywalk163,2,1,0,0
skywalk163,6,1,0,0
sloyqi,3,2,0,0
sloyqi,5,1,0,0
smalie2222,4,2,0,0
smallbenxiong,6,1,0,0
sniperwrb,2,1,0,0
snow77,7,1,0,0
snowcakkke,1,2,0,0
sobrilliant1,6,1,0,0
socay1,7,1,0,0
sokrypton,9,1,0,0
solivara,4,1,0,0
songjunming13,2,1,0,0
songjunming13,3,1,0,0
songsurging,1,1,0,0
sorehadokanajw,10,1,0,0
sorryhyun,2,1,0,0
soulocy,3,1,0,0
spantarXP,5,1,0,0
spencer19970522,5,1,0,0
spiderZhengLi,3,1,0,0
springbootyp,2,1,0,0
sq1139172570,10,1,0,0
ss7458,7,1,0,0
sserdoubleh,1,1,0,0
sserdoubleh,2,1,0,0
sssjc666,3,1,0,0
ssyy398,11,1,0,0
starhot,8,1,0,0
stccorp,5,1,0,0
stephen-TT,8,1,0,0
stephen-TT,9,1,0,0
stephen-TT,11,3,0,0
stormchen-cell,9,1,0,0
stringency,5,3,0,0
subhankardori,5,2,0,0
subhankardori,6,1,0,0
successfulbarrier,7,2,0,0
sugarandgugu,4,1,0,0
sulv9999,6,1,0,0
summeryqliu,12,1,0,0
sun-rabbit,2,1,0,0
sunbigdog,8,1,0,0
sunbopython,1,3,0,0
sunmer1rain,7,1,0,0
sunway86,5,1,0,0
sunyclj,9,2,0,0
sunyclj,11,2,0,0
sunzhongkai588,1,2,0,0
sunzhongkai588,3,6,0,0
sunzhongkai588,4,1,0,0
sunzhongkai588,6,1,0,0
sunzhongkai588,8,2,0,0
sunzhongkai588,9,3,2,3
sunzhongkai588,11,1,0,0
sunzx8,11,1,0,0
superdu12138,10,1,0,0
supermanfeng,3,1,0,0
suresh-saini,4,1,0,0
suxuanning,6,1,0,0
suzakuwcx,11,1,0,0
swandxmr,11,1,0,0
swap453,6,1,0,0
swfclyb,5,1,0,0
swift-fs,3,1,0,0
swingfer,3,1,0,0
swithmn1,12,2,0,0
swo026,7,1,0,0
swy0823,5,1,0,0
sxk000,11,1,0,0
sy-l123,2,1,0,0
sy-l123,3,4,0,0
sy-l123,5,1,0,0
syemichel,7,2,0,0
syge,7,1,0,0
syge,8,1,0,0
syge,11,3,0,0
sysofai,4,1,0,0
szh1213,4,1,0,0
szhllyyl,2,2,0,0
szwlh-c,12,1,0,0
szz1211,11,1,0,0
tairen99,4,1,0,0
tammy-na,2,1,0,0
tammy-na,3,1,0,0
tammy-na,10,1,0,0
tang9527,5,1,0,0
tang9527,6,1,0,0
tangfengray,8,1,0,0
tangh146,5,1,0,0
tangweidali,2,1,0,0
tangzhihu,4,1,0,0
tanjunchen,7,1,0,0
taoxunqiang,2,1,0,0
teletian,2,1,0,0
tendzzss,10,1,0,0
terrencew,2,2,0,0
terrencew,10,1,0,0
terrencew,11,1,0,0
thb10086,7,1,0,0
thehzzz,2,1,0,0
thehzzz,7,1,0,0
thejiangcj,1,1,0,0
think4code,2,1,0,0
think4j,4,1,0,0
tiancaitzp,1,1,0,0
tianchiguaixia,1,1,0,0
